4.103804158740086971e-01,1.531559875103742474e+00,-4.103804158740086971e-01,-1.078347189789078397e-01,-3.789587413191318477e-02,-5.035639831625061680e-01
3.915544022744418817e-01,1.358044399970271598e+00,-3.320779681769289726e-01,-5.781788457074357734e-02,-3.216834332154833859e-02,-4.835132212525065087e-01
3.584477370080420555e-01,2.556356376252460372e+00,-3.568355395059132906e-01,-3.215257480541588442e-01,2.860672673776749886e-02,8.267100274372497781e-02
2.843944743626805605e-01,1.341392786734033393e+00,-2.847308736615348779e-01,-2.952608866157903633e-01,9.205814848419384758e-04,-2.977114312447473599e-01
2.505889130588311864e-01,1.180008244523949257e+00,-2.506585764697964458e-01,-2.849427593702892336e-01,1.419349736762331136e-03,-2.567758451035780376e-01
2.207883449761376682e-01,1.037913052243971013e+00,-2.208395204926726918e-01,-2.603207359931892229e-01,-3.865683052071099135e-05,-2.333944359155004089e-01
1.945654714464955248e-01,9.128142138737264100e-01,-1.946090174250170168e-01,-2.397507518506260538e-01,-1.741980797134169180e-03,-2.250719791759289434e-01
1.750811357301816362e-01,8.827082069732211655e-01,-1.751145360529382244e-01,-2.153402789036045761e-01,2.593261377932623221e-02,-2.059451145770080371e-01
1.542786681035829000e-01,7.761627330334135433e-01,-1.543170838398385813e-01,-2.038478413555458446e-01,3.463625710457864104e-02,-2.146367354957305351e-01
1.375941659963960950e-01,7.240989488035197708e-01,-1.376329959587490603e-01,-1.852462122464280658e-01,3.577077530697118923e-02,-2.045403676235997281e-01
1.212171231419671424e-01,6.365299792888027275e-01,-1.212634433211948332e-01,-1.741225965897975902e-01,5.147121248288965417e-02,-2.072631627446002434e-01
1.097089942254010353e-01,6.461293132669866379e-01,-1.097527301424564838e-01,-1.528692429451797286e-01,5.491240874831683494e-02,-1.905641583481078316e-01
9.660933398806985373e-02,5.678706695583496389e-01,-9.666822292371569925e-02,-1.445112064341479430e-01,6.702238432456292250e-02,-1.911369334913282092e-01
8.668180216147934602e-02,5.562235188248446649e-01,-8.674507716060970985e-02,-1.286704702856066862e-01,7.201715543084491467e-02,-1.788575609615116746e-01
7.628677618631699020e-02,4.887104437072607444e-01,-7.636612446265095278e-02,-1.214833904622904109e-01,8.252568862114602333e-02,-1.769520060275268369e-01
6.796942663618461833e-02,4.652009550095670409e-01,-6.805535859495337458e-02,-1.093635702502538665e-01,8.894019882349668560e-02,-1.672558481519043627e-01
5.977093603720647075e-02,4.085724369282344726e-01,-5.987033542721782037e-02,-1.027650482023140799e-01,9.809635863388044275e-02,-1.631571887956580202e-01
5.273486711404909433e-02,3.688190137622056053e-01,-5.284200632882693482e-02,-9.459841753728839842e-02,1.052668768833932705e-01,-1.556167247326027125e-01
4.632430762940289298e-02,3.237242985124368366e-01,-4.643903242401267034e-02,-8.803895422602087129e-02,1.135848200175422623e-01,-1.497667218533955125e-01
4.066634230187592819e-02,2.840274109511356504e-01,-4.078563210636713260e-02,-8.145073040310127355e-02,1.208636826898755179e-01,-1.423117787033827686e-01
3.567306616113277012e-02,2.490821725770396289e-01,-3.579454583501397863e-02,-7.491966948669624704e-02,1.285066578943411808e-01,-1.350983165820928145e-01
3.126691360111040485e-02,2.183197566655043775e-01,-3.138873018817662369e-02,-6.848339223176312662e-02,1.354222821445457137e-01,-1.267728200675342642e-01
2.737938510271223022e-02,1.912394364005497172e-01,-2.750010919266679399e-02,-6.217841158194947065e-02,1.422595981133112086e-01,-1.183306220803947151e-01
2.394995214236915471e-02,1.674004361522203610e-01,-2.406849797433682769e-02,-5.604454144946274807e-02,1.483829966558135038e-01,-1.089783014288199792e-01
2.092510940567537600e-02,1.464147555422602442e-01,-2.104066967238619676e-02,-5.012053853089987882e-02,1.540169476008454164e-01,-9.918919380854622492e-02
1.825755001735616598e-02,1.279408509912611236e-01,-1.836954243221361471e-02,-4.446361628340416566e-02,1.586762935681708953e-01,-8.851044294940661750e-02
1.590544447379630896e-02,1.116780728548555368e-01,-1.601346787591598209e-02,-3.914301670183367721e-02,1.622288937864196368e-01,-7.710482413685179615e-02
1.383180777691143427e-02,9.736176818174371861e-02,-1.393560603767620039e-02,-3.423345555422494663e-02,1.641508375541951559e-01,-6.480748995844748395e-02
1.200394221339182860e-02,8.475896970764064398e-02,-1.210337456012485803e-02,-2.979593522982125833e-02,1.640510329894059594e-01,-5.181997625169548066e-02
1.039294550865176199e-02,7.366460107417795167e-02,-1.048796214529173175e-02,-2.585224770099523589e-02,1.615122090155474699e-01,-3.847441007659153922e-02
8.973275864141705416e-03,6.389813655784558344e-02,-9.063897973547089745e-03,-2.239013438716087878e-02,1.563674425117144995e-01,-2.538023148559103576e-02
7.722366778171181612e-03,5.530066092773158054e-02,-7.808670153007731679e-03,-1.937733428092418275e-02,1.487201963057546705e-01,-1.324972161214138522e-02
6.620285645701904330e-03,4.773228152799394164e-02,-6.702387325679554260e-03,-1.677167188650760185e-02,1.389821624217861262e-01,-2.740656684017720238e-03
5.649431002748127144e-03,4.106985039733982573e-02,-5.727478402610546721e-03,-1.452409486689803034e-02,1.278051132544600621e-01,5.711119302194424610e-03
