5.235990000000000366e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.214160043021572877e-01,1.997287787123960823e-01,-1.971113201569499838e-03,-7.322298389654627315e-02,2.132746560373967315e-01,-7.362781210496545381e-02,-3.235106069386357586e-01,2.613981066871438885e-02,3.146887465115176530e-02,-7.542973670522296059e-02,-3.918634555982860278e-03,-4.004222749808903498e-02,0.000000000000000000e+00
5.142761732314993228e-01,3.019342526156195139e-01,9.431969538907077066e-03,-2.998985999168216621e-01,2.500000000000000000e+00,-2.500000000000000000e+00,1.005394975021347559e+00,2.161279154777007716e-01,2.415780612644407022e+00,1.957422474654298528e+00,2.264652683976077885e+00,2.108550403322621669e+00,0.000000000000000000e+00
5.056928908120713606e-01,2.921842413514464387e-01,1.215642551638260530e-03,-3.194700584747041661e-01,2.500000000000000000e+00,-2.147602659764672683e+00,-5.613520515566794433e-01,1.883357367033307028e-01,2.419007491533211152e+00,1.501991806402981133e+00,2.128740037328892498e+00,1.792259260607294680e+00,0.000000000000000000e+00
5.001987173655676466e-01,2.869926486969130441e-01,-4.938450810920107584e-03,-3.303483044935566215e-01,2.455074701065492082e+00,-1.576795707569217608e+00,-1.252101276488366999e+00,1.701155294592020528e-01,2.428137850479991755e+00,1.217298991042472966e+00,2.048806953037612288e+00,1.596629888484847548e+00,0.000000000000000000e+00
4.955506310863495578e-01,2.809564298167708807e-01,-1.081664048453346086e-02,-3.412623749690784636e-01,2.144357529944480145e+00,-9.251760338448734577e-01,-1.738075738724889518e+00,1.544432474151100632e-01,2.395602340712403855e+00,9.364327528923821475e-01,1.940923518322699381e+00,1.391111575282081958e+00,0.000000000000000000e+00
4.932412870752235778e-01,2.700432308038062668e-01,-1.734609582439804523e-02,-3.531662553354703582e-01,1.723118787871364299e+00,-1.083967373231847775e-01,-2.261244142580784100e+00,1.401940019406252846e-01,2.191887693600893083e+00,6.102642508768469920e-01,1.699773189346620805e+00,1.102378755131115495e+00,0.000000000000000000e+00
5.055909277918861910e-01,2.388056222002019058e-01,-5.694273416035577906e-02,-3.785496181721740294e-01,1.474276214347881364e+00,3.470011008925838469e-01,-2.500000000000000000e+00,1.271447212354969158e-01,7.500896094297246908e-01,-1.639653339936706367e-01,4.581692810034541097e-01,1.279549944325922839e-01,0.000000000000000000e+00
5.147908990668392804e-01,2.163507862035234930e-01,-7.536111143314126737e-02,-3.996294084439651617e-01,1.853885089207121029e+00,-5.711395707780700937e-01,-2.069799222003883887e+00,1.152704247058117665e-01,-1.078124562373308226e-01,-5.242463664349288344e-01,-2.505964082064653375e-01,-3.814624144657995375e-01,0.000000000000000000e+00
5.215195023639547234e-01,2.013848214074685228e-01,-8.341581701828883200e-02,-4.172825675137837864e-01,1.432026317055440146e+00,2.273726815421290848e-01,-2.500000000000000000e+00,1.043503215914328847e-01,-6.315397390600705485e-01,-6.837079331451157982e-01,-6.652494902128074372e-01,-6.499981819923841275e-01,0.000000000000000000e+00
5.358738896078569791e-01,1.806888371613364352e-01,-1.072620098553132006e-01,-4.416229868794370184e-01,1.705067026592276713e+00,-4.675850080082927240e-01,-2.166921429598882565e+00,9.437512238823241029e-02,-1.691944132751554308e+00,-9.689137091657129552e-01,-1.492961711739981157e+00,-1.167896130177290326e+00,0.000000000000000000e+00
5.468025525369494266e-01,1.651061538113012817e-01,-1.166940994549464095e-01,-4.617391354403433401e-01,1.317937735718219150e+00,2.611897094740289749e-01,-2.500000000000000000e+00,8.519513145379081775e-02,-2.333432254441761611e+00,-1.019980605304915633e+00,-1.957290455421742736e+00,-1.396122404324939836e+00,0.000000000000000000e+00
5.628284825972619254e-01,1.476869236843054156e-01,-1.352737615432142160e-01,-4.860643901825706381e-01,1.578481328255230576e+00,-3.991689219850448334e-01,-2.179355613254709390e+00,7.691682112425195228e-02,-3.281916819218760217e+00,-1.103403257620819256e+00,-2.645986259221044357e+00,-1.739333817618540223e+00,0.000000000000000000e+00
